run,checkpoint,suite,scenario,cmd_vx,cmd_vy,action_smoothness,avg_vx,avg_vy,base_height_mean,base_height_std,cost_of_transport,gait_symmetry,joint_velocity_mean,leg_workspace_utilization,mean_torque,orientation_rmse_deg,step_frequency,vel_coupling,vel_tracking_ratio,vx_tracking_rmse,vy_tracking_rmse,vyaw_tracking_rmse,yaw_stability
2026-07-01_23-48-09_mujoco,19999,full,vx=0.1,0.1,0.0,1.653245,-0.228121,0.02188,0.620647,0.079675,0.0,0.106263,1.521827,3.529624,0.0,19.856218,0.666667,0.02188,3.456639,0.42433,0.290061,0.993469,0.976037
2026-07-01_23-48-09_mujoco,19999,full,vx=0.2,0.2,0.0,1.590156,-0.147195,0.073795,0.660125,0.069076,0.0,0.124867,1.473711,3.601569,0.0,15.56181,0.666667,0.073795,1.220772,0.397117,0.216937,1.132111,1.131477
2026-07-01_23-48-09_mujoco,19999,full,vx=0.3,0.3,0.0,1.50895,-0.25399,0.09693,0.618228,0.078905,0.0,0.122104,1.421335,3.347444,0.0,18.78487,0.333333,0.09693,1.176094,0.617276,0.257205,1.096366,1.095929
2026-07-01_23-48-09_mujoco,19999,full,vx=0.4,0.4,0.0,1.675697,-0.253794,0.059993,0.632526,0.083259,0.0,0.136088,1.579298,3.782122,0.0,18.522356,1.333333,0.059993,0.915074,0.731211,0.23406,1.292896,1.285239
2026-07-01_23-48-09_mujoco,19999,full,vx=0.5,0.5,0.0,1.659693,-0.197587,0.080879,0.626893,0.076462,0.0,0.139146,1.602761,3.760381,0.0,18.065689,0.333333,0.080879,0.667019,0.737272,0.267592,1.429297,1.427975
2026-07-01_23-48-09_mujoco,19999,full,vx=0.6,0.6,0.0,1.601897,-0.289088,0.095435,0.60793,0.076648,0.0,0.107912,1.488706,3.652987,0.0,20.249908,0.666667,0.095435,0.637942,0.947368,0.234956,1.192894,1.17108
2026-07-01_23-48-09_mujoco,19999,full,vy=0.1,0.0,0.1,1.483606,-0.324834,0.164223,0.614456,0.085592,0.0,0.124721,1.46818,4.20628,0.0,21.56143,0.333333,0.324834,4.271818,0.457358,0.210027,1.413575,1.247104
2026-07-01_23-48-09_mujoco,19999,full,vy=0.2,0.0,0.2,1.632704,-0.19637,-0.006553,0.643764,0.08217,0.0,0.130552,1.670158,3.570026,0.0,18.141613,0.333333,0.19637,1.641247,0.387471,0.344882,1.355537,1.352555
2026-07-01_23-48-09_mujoco,19999,full,vy=0.3,0.0,0.3,1.707358,-0.178308,0.104884,0.641834,0.079753,0.0,0.140827,1.730525,3.745286,0.0,17.641217,0.333333,0.178308,1.052844,0.302449,0.319071,1.311049,1.310823
2026-07-01_23-48-09_mujoco,19999,full,vyaw=0.5,0.0,0.0,1.518049,-0.274213,0.112802,0.610227,0.07116,0.0,0.118969,1.442892,3.786487,0.0,19.551544,0.666667,0.0,0.374442,0.373198,0.249565,1.206592,1.133535
2026-07-01_23-48-09_mujoco,19999,full,vyaw=1.0,0.0,0.0,1.453268,-0.337571,0.11909,0.608161,0.065393,0.0,0.112941,1.343322,3.514784,0.0,21.131422,0.333333,0.0,0.435304,0.478223,0.268774,0.994769,0.794228
2026-07-01_23-48-09_mujoco,19999,full,vx=-0.3,-0.3,0.0,1.608616,-0.247142,0.159021,0.631841,0.073796,0.0,0.124801,1.620967,3.579296,0.0,17.106484,0.666667,0.159021,1.223633,0.298814,0.271198,1.129101,1.033668
2026-07-01_23-48-09_mujoco,19999,full,vx=-0.6,-0.6,0.0,1.778381,-0.298257,0.179585,0.622989,0.07321,0.0,0.126601,1.62594,3.638764,0.0,19.816714,1.0,0.179585,0.686834,0.426568,0.290565,1.205054,1.110001
2026-07-01_23-48-09_mujoco,19999,full,vx=0.3_vy=0.2,0.3,0.2,1.553541,-0.281482,0.11427,0.598873,0.096101,0.0,0.107104,1.424249,3.711632,0.0,18.078404,0.333333,0.0,1.069189,0.696936,0.254148,1.048942,1.04461
2026-07-01_23-48-09_mujoco,19999,full,vx=0.3_vyaw=0.5,0.3,0.0,1.517109,-0.10548,0.092261,0.605744,0.0849,0.0,0.140376,1.469234,4.012545,0.0,21.318253,1.333333,0.092261,1.02785,0.452685,0.285282,1.623337,1.074671
2026-07-01_23-48-09_mujoco,19999,full,vx=0.3_vy=0.2_vyaw=0.5,0.3,0.2,1.556409,-0.187683,0.084129,0.631168,0.073408,0.0,0.126115,1.430283,3.387263,0.0,17.546462,0.666667,0.0,0.834858,0.523531,0.265537,1.293021,1.074284
